15,6,33824
16,0,55008
16,12,29344
16,18,32993
16,24,32737
16,30,31489
16,36,31745
16,42,32001
16,48,32257
16,54,32513
16,6,29600
17,0,4800
17,12,37824
17,18,41473
17,24,41217
17,30,39777
17,36,40033
17,42,40289
17,48,40545
17,54,40801
17,6,38080
18,0,4736
18,12,33600
18,18,37249
18,24,36993
18,30,35617
18,36,35873
18,42,36129
18,48,36385
18,54,36641
18,6,33856
19,0,46720
19,12,29440
19,18,33089
19,24,32833
19,30,31393
19,36,31649
19,42,31905
19,48,32161
19,54,32417
19,6,29696
20,0,46656
20,12,25216
20,18,28865
20,24,28609
20,30,27233
20,36,27489
20,42,27745
20,48,28001
20,54,28257
20,6,25472
21,0,34112
21,12,8384
21,18,12033
21,24,11777
21,30,10529
21,36,10785
21,42,11041
21,48,11297
21,54,11553
21,6,8640
22,0,13120
22,12,12608
22,18,16257
22,24,16001
22,30,14689
22,36,14945
22,42,15201
22,48,15457
22,54,15713
22,6,12864
23,0,76032
23,12,29376
23,18,33025
23,24,32769
23,30,31457
23,36,31713
23,42,31969
23,48,32225
23,54,32481
23,6,29632
24,0,55040
24,12,25152
24,18,28801
24,24,28545
24,30,27297
24,36,27553
24,42,27809
24,48,28065
24,54,28321
24,6,25408
25,0,8992
25,12,33632
25,18,37281
25,24,37025
25,30,35585
25,36,35841
25,42,36097
25,48,36353
25,54,36609
25,6,33888
26,0,8928
26,12,29408
26,18,33057
26,24,32801
26,30,31425
26,36,31681
26,42,31937
26,48,32193
26,54,32449
26,6,29664
27,0,50912
27,12,25248
27,18,28897
27,24,28641
27,30,27201
27,36,27457
27,42,27713
27,48,27969
27,54,28225
27,6,25504
28,0,50848
28,12,21024
28,18,24673
28,24,24417
28,30,23041
28,36,23297
28,42,23553
28,48,23809
28,54,24065
28,6,21280
29,0,29920
29,12,12576
29,18,16225
29,24,15969
29,30,14721
29,36,14977
29,42,15233
29,48,15489
29,54,15745
29,6,12832
30,0,17312
30,12,16800
30,18,20449
30,24,20193
30,30,18881
30,36,19137
30,42,19393
30,48,19649
30,54,19905
30,6,17056
31,0,71840
31,12,25184
31,18,28833
31,24,28577
31,30,27265
31,36,27521
31,42,27777
31,48,28033
31,54,28289
31,6,25440
32,0,59232
32,12,20960
32,18,24609
32,24,24353
32,30,23105
32,36,23361
32,42,23617
32,48,23873
32,54,24129
32,6,21216
33,0,8960
33,12,41984
33,18,45633
33,24,45377
33,30,44001
33,36,44257
33,42,44513
33,48,44769
33,54,45025
33,6,42240
34,0,38272
34,12,46208
34,18,49857
34,24,49601
34,30,48161
34,36,48417
34,42,48673
34,48,48929
34,54,49185
34,6,46464
35,0,50880
35,12,50368
35,18,54017
35,24,53761
35,30,52385
35,36,52641
35,42,52897
35,48,53153
35,54,53409
35,6,50624
36,0,80192
36,12,54592
36,18,58241
36,24,57985
36,30,56545
36,36,56801
36,42,57057
36,48,57313
36,54,57569
36,6,54848
37,0,29952
37,12,41920
37,18,45569
37,24,45313
37,30,44065
37,36,44321
37,42,44577
37,48,44833
37,54,45089
37,6,42176
38,0,29888
38,12,46144
38,18,49793
38,24,49537
38,30,48225
38,36,48481
38,42,48737
38,48,48993
38,54,49249
38,6,46400
39,0,71872
39,12,79680
39,18,83329
39,24,83073
39,30,81761
39,36,82017
39,42,82273
39,48,82529
39,54,82785
39,6,79936
40,0,71808
40,12,75456
40,18,79105
40,24,78849
40,30,77601
40,36,77857
40,42,78113
40,48,78369
40,54,78625
40,6,75712
41,0,13152
41,12,46176
41,18,49825
41,24,49569
41,30,48193
41,36,48449
41,42,48705
41,48,48961
41,54,49217
41,6,46432
42,0,34080
42,12,50400
42,18,54049
42,24,53793
42,30,52353
42,36,52609
42,42,52865
42,48,53121
42,54,53377
42,6,50656
43,0,55072
43,12,54560
43,18,58209
43,24,57953
43,30,56577
43,36,56833
43,42,57089
43,48,57345
43,54,57601
43,6,54816
44,0,76000
44,12,58784
44,18,62433
44,24,62177
44,30,60737
44,36,60993
44,42,61249
44,48,61505
44,54,61761
44,6,59040
45,0,25760
45,12,46112
45,18,49761
45,24,49505
45,30,48257
45,36,48513
45,42,48769
45,48,49025
45,54,49281
45,6,46368
46,0,25696
46,12,50336
46,18,53985
46,24,53729
46,30,52417
46,36,52673
46,42,52929
46,48,53185
46,54,53441
46,6,50592
47,0,67680
47,12,75488
47,18,79137
47,24,78881
47,30,77569
47,36,77825
47,42,78081
47,48,78337
47,54,78593
47,6,75744
48,0,67616
48,12,71264
48,18,74913
48,24,74657
48,30,73409
48,36,73665
48,42,73921
48,48,74177
48,54,74433
48,6,71520
49,0,13184
49,12,79744
49,18,83393
49,24,83137
49,30,81697
49,36,81953
49,42,82209
49,48,82465
49,54,82721
49,6,80000
50,0,34048
50,12,75520
50,18,79169
50,24,78913
50,30,77537
50,36,77793
50,42,78049
50,48,78305
50,54,78561
50,6,75776
51,0,55104
51,12,71360
51,18,75009
51,24,74753
51,30,73313
51,36,73569
51,42,73825
51,48,74081
51,54,74337
51,6,71616
52,0,75968
52,12,67136
52,18,70785
52,24,70529
52,30,69153
52,36,69409
52,42,69665
52,48,69921
52,54,70177
52,6,67392
53,0,25728
53,12,50304
53,18,53953
53,24,53697
53,30,52449
53,36,52705
53,42,52961
53,48,53217
53,54,53473
53,6,50560
54,0,25664
54,12,54528
54,18,58177
54,24,57921
54,30,56609
54,36,56865
54,42,57121
54,48,57377
54,54,57633
54,6,54784
55,0,67648
55,12,71296
55,18,74945
55,24,74689
55,30,73377
55,36,73633
55,42,73889
55,48,74145
55,54,74401
55,6,71552
56,0,67584
56,12,67072
56,18,70721
56,24,70465
56,30,69217
56,36,69473
56,42,69729
56,48,69985
56,54,70241
56,6,67328
57,0,17376
57,12,75552
57,18,79201
57,24,78945
57,30,77505
57,36,77761
57,42,78017
57,48,78273
57,54,78529
57,6,75808
58,0,29856
58,12,71328
58,18,74977
58,24,74721
58,30,73345
58,36,73601
58,42,73857
58,48,74113
58,54,74369
58,6,71584
59,0,59296
59,12,67168
59,18,70817
59,24,70561
59,30,69121
59,36,69377
59,42,69633
59,48,69889
59,54,70145
59,6,67424
60,0,71776
60,12,62944
60,18,66593
60,24,66337
60,30,64961
60,36,65217
60,42,65473
60,48,65729
60,54,65985
60,6,63200
61,0,21536
61,12,54496
61,18,58145
61,24,57889
61,30,56641
61,36,56897
61,42,57153
61,48,57409
61,54,57665
61,6,54752
62,0,21472
62,12,58720
62,18,62369
62,24,62113
62,30,60801
62,36,61057
62,42,61313
62,48,61569
62,54,61825
62,6,58976
63,0,63456
63,12,67104
63,18,70753
63,24,70497
63,30,69185
63,36,69441
63,42,69697
63,48,69953
63,54,70209
63,6,67360
64,0,63392
64,12,62880
64,18,66529
64,24,66273
64,30,65025
64,36,65281
64,42,65537
64,48,65793
64,54,66049
64,6,63136
